city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level
Washington D.C.,IHOP (Centreville Rd),2023-02-11T23:53:10.000Z,2023-02-12T01:02:53.000Z,completed,Southwest Chicken Burrito & Bowl,1.0,Burrito,13.19,,0.0,37.1,USD,"{'centreville', 'ihop'}",southwest chicken burrito and bowl,burrito,southwest chicken burrito and bowl burrito,,,
Washington D.C.,IHOP (Centreville Rd),2023-02-11T23:53:10.000Z,2023-02-12T01:02:53.000Z,completed,NEW! Thick ‘N Fluffy Classic French Toast,1.0,,,,10.79,37.1,USD,"{'centreville', 'ihop'}",new thick fluffy classic french toast,,new thick fluffy classic french toast,,,
Washington D.C.,Paisano's Pizza (Manassas),2023-02-10T22:47:08.000Z,2023-02-10T23:23:01.000Z,completed,Peace Iced Tea,1.0,Razzleberry,0.0,,3.62,19.71,USD,"{'manassas', 'paisano', 'pizza'}",peace iced tea,razzleberry,peace iced tea razzleberry,,,
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2023-01-27T21:08:52.000Z,2023-01-27T22:04:20.000Z,completed,AMRITSARI CHICKEN,1.0,,,,22.99,72.44,USD,"{'ballsford', 'banquet', 'mehfil', 'and', 'restaurant'}",amritsari chicken,,amritsari chicken,,,
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2023-01-27T21:08:52.000Z,2023-01-27T22:04:20.000Z,completed,PLAIN TAWA ROTI,1.0,,,,1.99,72.44,USD,"{'ballsford', 'banquet', 'mehfil', 'and', 'restaurant'}",plain tawa roti,,plain tawa roti,,,
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2023-01-26T00:20:47.000Z,2023-01-26T03:21:07.000Z,completed,3 Piece Chicken Strips with Crispy Fries,1.0,,,hot sauce please,8.99,28.96,USD,"{'boli', 'commerce', 'pizza'}",piece chicken strips with crispy fries,,piece chicken strips with crispy fries,,,
Washington D.C.,Rangoli,2023-01-25T18:38:44.000Z,2023-01-25T19:14:53.000Z,completed,Chicken Sixty-Five,1.0,,,,8.5,34.82,USD,{'rangoli'},chicken sixty five,,chicken sixty five,,,
Washington D.C.,Chicken.com,2023-01-12T15:30:54.000Z,2023-01-12T17:01:14.000Z,completed,Hot and Spicy Pizza,1.0,Large,7.0,,14.99,22.78,USD,"{'chicken', 'com'}",hot and spicy pizza,,hot and spicy pizza,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2022-12-19T00:32:34.000Z,2022-12-19T01:15:50.000Z,completed,Breaded Chicken Strips - Custom,2.0,Wheat Shorti Roll,2.2,,4.99,19.82,USD,"{'liberia', 'wawa', 'ave'}",breaded chicken strips custom,wheat shorti roll,breaded chicken strips custom wheat shorti roll,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2022-12-11T19:04:04.000Z,2022-12-11T19:44:05.000Z,completed,Breaded Chicken Strips - Buffalo,2.0,Extra Cheese,0.84,,4.99,27.11,USD,"{'liberia', 'wawa', 'ave'}",breaded chicken strips buffalo,,breaded chicken strips buffalo,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2022-12-11T19:04:04.000Z,2022-12-11T19:44:05.000Z,completed,Chocolate Cookies & Cream,1.0,No Whipped Cream,0.0,,5.69,27.11,USD,"{'liberia', 'wawa', 'ave'}",chocolate cookies and cream,cream,chocolate cookies and cream cream,,,
Washington D.C.,Urban Tandoor,2022-12-10T20:25:07.000Z,2022-12-10T21:12:09.000Z,completed,Mango Chicken,1.0,Medium,0.0,,19.0,46.87,USD,"{'tandoor', 'urban'}",mango chicken,,mango chicken,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2022-12-08T19:02:02.000Z,2022-12-08T19:26:31.000Z,completed,Chex Mix Bold 3.75oz,1.0,,,,2.79,23.09,USD,"{'liberia', 'wawa', 'ave'}",chex mix bold,,chex mix bold,,,
Washington D.C.,Thai Tyme Restaurant,2022-12-06T18:12:33.000Z,2022-12-06T18:38:33.000Z,completed,Pad Thai,1.0,Chicken,0.0,,11.95,52.38,USD,"{'thai', 'tyme', 'restaurant'}",pad,chicken,pad chicken,,,
Washington D.C.,Starbucks (Manassas Crossroads),2022-12-04T21:48:03.000Z,2022-12-04T22:40:29.000Z,completed,Chocolate Pistachio Swirl,1.0,Warmed,0.0,,4.55,22.48,USD,"{'starbucks', 'manassas', 'crossroads'}",chocolate pistachio swirl,warmed,chocolate pistachio swirl warmed,,,
Washington D.C.,Starbucks (Manassas Crossroads),2022-12-04T21:48:03.000Z,2022-12-04T22:40:29.000Z,completed,Crispy Grilled Cheese on Sourdough,1.0,Sriracha,0.0,,7.55,22.48,USD,"{'starbucks', 'manassas', 'crossroads'}",crispy grilled cheese on sourdough,sriracha,crispy grilled cheese on sourdough sriracha,,,
Washington D.C.,Starbucks (Manassas Crossroads),2022-12-04T21:48:03.000Z,2022-12-04T22:40:29.000Z,completed,Glazed Doughnut,1.0,,,,2.95,22.48,USD,"{'starbucks', 'manassas', 'crossroads'}",glazed doughnut,,glazed doughnut,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2022-12-02T20:16:04.000Z,2022-12-02T20:43:35.000Z,completed,Canada Dry Ginger Ale 20oz,2.0,,,,2.29,21.18,USD,"{'liberia', 'wawa', 'ave'}",canada dry ginger ale,,canada dry ginger ale,,,
Washington D.C.,Ashton Avenue Family Restaurant,2022-11-28T11:23:07.000Z,2022-11-28T12:19:17.000Z,completed,Strawberry  Smoothie,1.0,,,,4.0,23.44,USD,"{'restaurant', 'avenue', 'ashton', 'family'}",strawberry smoothie,,strawberry smoothie,,,
Washington D.C.,Lahoria Zaiqa Tandoori Village (Centreville Road),2022-11-23T19:15:29.000Z,2022-11-23T20:12:48.000Z,completed,Seekh Kebab (2 pcs) Chicken,1.0,,,less spicy,11.99,55.07,USD,"{'tandoori', 'zaiqa', 'village', 'road', 'lahoria', 'centreville'}",seekh kebab chicken,,seekh kebab chicken,,,
Washington D.C.,Lahoria Zaiqa Tandoori Village (Centreville Road),2022-11-23T19:15:29.000Z,2022-11-23T20:12:48.000Z,completed,Chicken Tikka W bone 6 pcs,1.0,,,less spicy,10.99,55.07,USD,"{'tandoori', 'zaiqa', 'village', 'road', 'lahoria', 'centreville'}",chicken tikka bone,,chicken tikka bone,,,
Washington D.C.,Thai Tyme Restaurant,2022-11-18T15:51:18.000Z,2022-11-18T16:36:45.000Z,completed,Fried Rice Green Curry,1.0,Shrimp,3.0,,11.95,52.38,USD,"{'thai', 'tyme', 'restaurant'}",fried rice green curry,shrimp,fried rice green curry shrimp,,,
Washington D.C.,Thai Tyme Restaurant,2022-11-18T15:51:18.000Z,2022-11-18T16:36:45.000Z,completed,Pad Woon Sen,1.0,Chicken,0.0,Thai Spicy,12.95,52.38,USD,"{'thai', 'tyme', 'restaurant'}",pad woon sen,chicken,pad woon sen chicken,,,
Washington D.C.,Thai Tyme Restaurant,2022-11-18T15:51:18.000Z,2022-11-18T16:36:45.000Z,completed,Pop Pop Shrimp,1.0,,,,7.95,52.38,USD,"{'thai', 'tyme', 'restaurant'}",pop shrimp,,pop shrimp,,,
Washington D.C.,Lahoria Zaiqa Tandoori Village (Centreville Road),2022-11-11T19:36:43.000Z,2022-11-11T20:41:16.000Z,completed,Chicken Lollipop (3 pcs),1.0,,,,8.99,23.75,USD,"{'tandoori', 'zaiqa', 'village', 'road', 'lahoria', 'centreville'}",chicken lollipop,,chicken lollipop,,,
Washington D.C.,Ashton Avenue Family Restaurant,2022-11-11T13:22:00.000Z,2022-11-11T13:56:30.000Z,completed,Strawberry French Toast,1.0,,,,11.0,33.78,USD,"{'restaurant', 'avenue', 'ashton', 'family'}",strawberry french toast,,strawberry french toast,,,
Washington D.C.,Thai Tyme Restaurant,2022-11-07T14:01:31.000Z,2022-11-07T14:23:02.000Z,completed,Red Curry,1.0,Shrimp,3.0,,11.95,37.38,USD,"{'thai', 'tyme', 'restaurant'}",red curry,shrimp,red curry shrimp,,,
Washington D.C.,Thai Tyme Restaurant,2022-11-07T14:01:31.000Z,2022-11-07T14:23:02.000Z,completed,Chicken with Rice Noodles,1.0,,,Thai spicy,11.95,37.38,USD,"{'thai', 'tyme', 'restaurant'}",chicken with rice noodles,,chicken with rice noodles,,,
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-10-31T23:54:13.000Z,2022-11-01T00:04:07.000Z,completed,Medium Coke®,1.0,Ice,0.0,,2.49,30.09,USD,"{'dumfries', 'mcdonald'}",coke,ice,coke ice,,,
Washington D.C.,Thai Tyme Restaurant,2022-10-30T12:01:54.000Z,2022-10-30T12:22:42.000Z,completed,Fried Wontons,1.0,,,,6.95,54.68,USD,"{'thai', 'tyme', 'restaurant'}",fried wontons,,fried wontons,,,
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-10-28T22:43:12.000Z,2022-10-28T23:05:43.000Z,completed,Cheesy Gordita Crunch,1.0,No Seasoned Beef,0.0,,5.39,24.24,USD,"{'nokesville', 'road', 'bell', 'taco'}",cheesy gordita crunch,beef,cheesy gordita crunch beef,,,
Washington D.C.,Thai Tyme Restaurant,2022-10-26T11:29:00.000Z,2022-10-26T11:54:08.000Z,completed,Curry Puffs,1.0,,,,6.95,36.38,USD,"{'thai', 'tyme', 'restaurant'}",curry puffs,,curry puffs,,,
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-10-24T19:20:22.000Z,2022-10-24T20:14:39.000Z,completed,SAMOSA CHAAT,1.0,,,,9.59,43.45,USD,"{'ballsford', 'banquet', 'mehfil', 'and', 'restaurant'}",samosa chaat,,samosa chaat,,,
Washington D.C.,Burger King (10034 Dumfries Road),2022-10-23T21:30:57.000Z,2022-10-23T21:59:34.000Z,completed,Impossible™ Whopper,1.0,Large French Fries,4.09,,8.19,29.03,USD,"{'burger', 'king', 'dumfries', 'road'}",impossible whopper,french fries,impossible whopper french fries,,,
Washington D.C.,Burger King (10034 Dumfries Road),2022-10-23T21:30:57.000Z,2022-10-23T21:59:34.000Z,completed,Chocolate OREO® Shake,1.0,,,,4.59,29.03,USD,"{'burger', 'king', 'dumfries', 'road'}",chocolate oreo shake,,chocolate oreo shake,,,
Washington D.C.,Burger King (10034 Dumfries Road),2022-10-23T21:30:57.000Z,2022-10-23T21:59:34.000Z,completed,Chocolate Shake,1.0,,,,4.19,29.03,USD,"{'burger', 'king', 'dumfries', 'road'}",chocolate shake,,chocolate shake,,,
Washington D.C.,Thai Tyme Restaurant,2022-10-23T15:59:22.000Z,2022-10-23T16:30:26.000Z,completed,Spicy Wings,1.0,,,extra spicy,8.95,52.38,USD,"{'thai', 'tyme', 'restaurant'}",spicy wings,,spicy wings,,,
Washington D.C.,Wild Burger (345),2022-10-22T22:52:35.000Z,2022-10-22T23:29:18.000Z,completed,Chocolate Fudge Cake,1.0,Chocolate Sauce,0.0,,7.49,25.56,USD,"{'wild', 'burger'}",chocolate fudge cake,chocolate sauce,chocolate fudge cake chocolate sauce,,,
Washington D.C.,Thai Tyme Restaurant,2022-10-22T15:49:14.000Z,2022-10-22T16:12:28.000Z,completed,Pineapple Fried Rice,1.0,,,extra spicy,14.95,43.22,USD,"{'thai', 'tyme', 'restaurant'}",pineapple fried rice,,pineapple fried rice,,,
Washington D.C.,Taco Bell (8891 Centreville Road),2022-10-13T22:17:19.000Z,2022-10-13T22:38:04.000Z,completed,Cinnabon Delights® 2 Pack,1.0,,,,2.39,21.95,USD,"{'centreville', 'road', 'bell', 'taco'}",cinnabon delights,,cinnabon delights,,,
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-10-08T15:49:28.000Z,2022-10-08T16:09:41.000Z,completed,Soft Taco,2.0,"Onions, Seasoned Rice",0.54,,2.03,29.86,USD,"{'nokesville', 'road', 'bell', 'taco'}",soft,onions seasoned rice,soft onions seasoned rice,,,
Washington D.C.,Wild Burger (345),2022-10-07T22:00:07.000Z,2022-10-07T22:32:59.000Z,completed,Potato Wedges,1.0,,,,3.0,32.53,USD,"{'wild', 'burger'}",potato wedges,,potato wedges,,,
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-10-06T23:51:09.000Z,2022-10-07T00:01:14.000Z,completed,Bacon Quarter Pounder with Cheese Meal,1.0,"Mustard, Salt, Slivered Onions, Ice, Ketchup, 1/4 Lb Beef, Large Fanta Orange, Sesame Seed Bun, Pickle",0.0,,9.49,19.54,USD,"{'dumfries', 'mcdonald'}",bacon quarter pounder with cheese,mustard salt slivered onions ice ketchup beef fanta orange sesame seed bun pickle,bacon quarter pounder with cheese mustard salt slivered onions ice ketchup beef fanta orange sesame seed bun pickle,,,
Washington D.C.,Pizza Hut (10060 Dumfries Road),2022-10-02T21:12:04.000Z,2022-10-02T22:06:10.000Z,canceled,Cheese Sticks,1.0,,,,9.71,0.0,USD,"{'hut', 'road', 'dumfries', 'pizza'}",cheese sticks,,cheese sticks,,,
Washington D.C.,KFC (10036 Dumfries Rd),2022-09-27T13:58:43.000Z,2022-09-27T14:09:32.000Z,completed,Spicy Chicken Sandwich Combo,1.0,Secret Recipe Fries,0.0,,10.19,28.29,USD,"{'kfc', 'dumfries'}",spicy chicken sandwich,secret recipe fries,spicy chicken sandwich secret recipe fries,,,
Washington D.C.,Checkers (7550 Broken Branch Lane),2022-09-24T23:30:08.000Z,2022-09-25T00:31:46.000Z,completed,Chocolate Chip Brookie,1.0,,,,3.49,0.0,USD,"{'branch', 'lane', 'checkers', 'broken'}",chocolate chip brookie,,chocolate chip brookie,,,
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-23T23:52:58.000Z,2022-09-24T01:29:58.000Z,completed,Chipotle Cheddar Chalupa - Black Bean,1.0,"No Lettuce, No Tomatoes",0.0,,4.79,30.16,USD,"{'nokesville', 'road', 'bell', 'taco'}",chipotle cheddar chalupa black bean,,chipotle cheddar chalupa black bean,,,
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-10T20:42:09.000Z,2022-09-10T21:15:05.000Z,completed,Mountain Dew®,1.0,Large Mountain Dew®,0.36,,2.63,27.42,USD,"{'nokesville', 'road', 'bell', 'taco'}",mountain dew,mountain dew,mountain dew mountain dew,,,
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-09-06T20:49:43.000Z,2022-09-06T21:10:16.000Z,completed,The Works,1.0,"10 Inch Original Works Pizza, Regular Sauce, Normal Cheese, Spicy Italian Sausage, Onions, Pepperoni, Canadian Bacon, Pizza Sauce, Normal Bake, Normal Cut, Mushrooms, Black Olives, Green Peppers",0.0,,14.79,27.39,USD,"{'johns', 'drive', 'pizza', 'market', 'papa', 'circle'}",the works,original works sauce normal cheese spicy italian sausage onions pepperoni canadian bacon sauce normal bake normal cut mushrooms black olives green peppers,the works original works sauce normal cheese spicy italian sausage onions pepperoni canadian bacon sauce normal bake normal cut mushrooms black olives green peppers,,,
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Coke (Can),2.0,,,,2.0,17.32,USD,"{'man', 'choong', 'chicken'}",coke,,coke,,,
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Curry Snow Onion,1.0,Drums (5 pcs),0.0,,19.99,17.32,USD,"{'man', 'choong', 'chicken'}",curry snow onion,drums,curry snow onion drums,,,
Washington D.C.,Wild Burger (345),2022-09-02T17:37:23.000Z,2022-09-02T18:17:42.000Z,completed,Bacon Smashed Hatch Chile Burger,1.0,"American, Bun, Desert Heat® (Dry Seasoning), Grilled White Onions, Pickled Hot Peppers, Hatch Chile Aioli, Pepper Jack, Hatch Chile Peppers",0.0,,13.49,19.84,USD,"{'wild', 'burger'}",bacon smashed hatch chile,american bun desert heat grilled white onions pickled hot peppers hatch chile aioli pepper jack hatch chile peppers,bacon smashed hatch chile american bun desert heat grilled white onions pickled hot peppers hatch chile aioli pepper jack hatch chile peppers,,,
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,Build Your Own Omelette+,2.0,"Crispy Hash Browns, Standard+, Jack & Cheddar Blend, Hash Browns",0.0,,11.87,39.61,USD,"{'centreville', 'ihop'}",build your own omelette,crispy hash browns standard jack and cheddar blend hash browns,build your own omelette crispy hash browns standard jack and cheddar blend hash browns,,,
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,New! Wildberry Lemonade Splasher,1.0,30 oz. Wildberry Lemonade Splasher,0.6,,3.59,39.61,USD,"{'centreville', 'ihop'}",new wildberry lemonade splasher,wildberry lemonade splasher,new wildberry lemonade splasher wildberry lemonade splasher,,,
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Chocolate Milk,1.0,,,,2.5,60.09,USD,"{'restaurant', 'avenue', 'ashton', 'family'}",chocolate milk,,chocolate milk,,,
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Mango Smoothie,1.0,,,,4.0,60.09,USD,"{'restaurant', 'avenue', 'ashton', 'family'}",mango smoothie,,mango smoothie,,,
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Rice Pudding,1.0,,,,4.99,94.12,USD,{'rangoli'},rice pudding,,rice pudding,,,
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,10 Piece McNuggets Meal,1.0,10 Piece McNuggets Meal Large,0.7,,9.69,45.38,USD,"{'dumfries', 'mcdonald'}",piece mcnuggets,piece mcnuggets,piece mcnuggets piece mcnuggets,,,
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Drinks Party Pack,1.0,"Medium Mountain Dew®, Medium Pepsi®",0.0,,4.8,0.0,USD,"{'nokesville', 'road', 'bell', 'taco'}",drinks,mountain dew pepsi,drinks mountain dew pepsi,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Plain Uthappam,1.0,Onion,0.49,,10.99,131.41,USD,"{'palace', 'saravana'}",plain uthappam,onion,plain uthappam onion,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Puri Specials with Channa,1.0,,,,12.99,131.41,USD,"{'palace', 'saravana'}",puri specials with channa,,puri specials with channa,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Saravana Cut Mirchi,1.0,,,,8.2,131.41,USD,"{'palace', 'saravana'}",cut mirchi,,cut mirchi,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Thump Up,3.0,,,,3.1,131.41,USD,"{'palace', 'saravana'}",thump up,,thump up,,,
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Parantha,3.0,,,,3.99,129.53,USD,{'rangoli'},parantha,,parantha,,,
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Chicken Chettinad,1.0,,,,16.99,129.53,USD,{'rangoli'},chicken chettinad,,chicken chettinad,,,
Washington D.C.,McDonald's® (9001 CENTERVILLE RD)[RENOVATION HOLD],2022-08-11T23:48:41.000Z,2022-08-12T00:05:42.000Z,completed,Ketchup Packet,3.0,,,,0.0,51.62,USD,"{'hold', 'centerville', 'renovation', 'mcdonald'}",ketchup packet,,ketchup packet,,,
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-11T14:13:17.000Z,2022-08-11T15:09:25.000Z,completed,Chilly chicken,1.0,,,,13.0,48.38,USD,"{'ballsford', 'banquet', 'mehfil', 'and', 'restaurant'}",chilly chicken,,chilly chicken,,,
Washington D.C.,Velocity Wings (Manassas),2022-08-10T20:47:41.000Z,2022-08-10T21:29:05.000Z,completed,Southwest Eggrolls,1.0,,,,12.0,0.0,USD,"{'manassas', 'velocity', 'wings'}",southwest eggrolls,,southwest eggrolls,,,
Washington D.C.,Grounds Central Station,2022-08-07T14:26:49.000Z,2022-08-07T15:24:03.000Z,completed,Raspberry White Scone,1.0,,,,3.99,69.69,USD,"{'central', 'grounds', 'station'}",raspberry white scone,,raspberry white scone,,,
Washington D.C.,Grounds Central Station,2022-08-07T14:26:49.000Z,2022-08-07T15:24:03.000Z,completed,Veggie - Egg Tomato Pepper Onion Cheese Sandwich,2.0,No Combo,0.0,,5.25,69.69,USD,"{'central', 'grounds', 'station'}",veggie egg tomato pepper onion cheese sandwich,,veggie egg tomato pepper onion cheese sandwich,,,
Washington D.C.,Burger King (10625 Baltimore Avenue),2022-08-01T14:10:16.000Z,2022-08-01T14:53:58.000Z,completed,Southwest Impossible Bacon Whopper Meal,2.0,Onion Ring $,0.35,,11.95,43.94,USD,"{'burger', 'king', 'baltimore', 'avenue'}",southwest impossible bacon whopper,onion ring,southwest impossible bacon whopper onion ring,,,
Washington D.C.,Panera (10914 Baltimore Avenue ),2022-07-29T13:57:03.000Z,2022-07-29T14:23:28.000Z,completed,Sprouted Grain Bagel Flat,1.0,"Sliced & Toasted, Unsliced",0.0,,1.69,54.22,USD,"{'panera', 'baltimore', 'avenue'}",sprouted grain bagel flat,sliced and toasted unsliced,sprouted grain bagel flat sliced and toasted unsliced,,,
Washington D.C.,Subway (6094 Greenbelt Rd),2022-07-27T09:44:45.000Z,2022-07-27T10:18:48.000Z,completed,Spicy Italian Footlong Pro (Double Protein),1.0,"Artisan Italian, Italian Herbs & Cheese, Cucumbers, Pepperoni, Genoa Salami, Tomatoes, Regular Mayonnaise, Baja Chipotle, Black Olives, Provolone, Jalapeños, Buffalo Sauce, Red Onions, Oil, Lettuce, Green Peppers",0.0,,12.83,26.75,USD,"{'greenbelt', 'subway'}",spicy italian footlong pro,artisan italian herbs and cheese cucumbers pepperoni genoa salami tomatoes mayonnaise baja chipotle black olives provolone jalapenos buffalo sauce red onions oil lettuce green peppers,spicy italian footlong pro artisan italian herbs and cheese cucumbers pepperoni genoa salami tomatoes mayonnaise baja chipotle black olives provolone jalapenos buffalo sauce red onions oil lettuce green peppers,,,
Washington D.C.,Marathon Deli,2022-07-07T23:13:09.000Z,2022-07-08T00:13:10.000Z,completed,carrot cake,1.0,,,,5.5,21.38,USD,"{'marathon', 'deli'}",carrot cake,,carrot cake,,,
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2022-07-01T22:30:30.000Z,2022-07-01T23:03:46.000Z,completed,Crunchwrap Supreme®,1.0,Potatoes,0.0,,5.75,24.7,USD,"{'baltimore', 'bell', 'taco', 'ave'}",crunchwrap supreme,potatoes,crunchwrap supreme potatoes,,,
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2022-07-01T22:30:30.000Z,2022-07-01T23:03:46.000Z,completed,Cantina Crispy Chicken Taco with Creamy Chipotle,1.0,Extra Chipotle Sauce,0.47,,3.95,24.7,USD,"{'baltimore', 'bell', 'taco', 'ave'}",cantina crispy chicken with creamy chipotle,sauce,cantina crispy chicken with creamy chipotle sauce,,,
Washington D.C.,Curry Place Silver Spring,2022-06-28T11:10:20.000Z,2022-06-28T11:45:16.000Z,completed,Spicy Ghost Chicken Curry House Special,1.0,,,,14.99,29.84,USD,"{'silver', 'spring', 'curry', 'place'}",spicy ghost chicken house,,spicy ghost chicken house,,,
Washington D.C.,&pizza // College Park,2022-06-27T19:15:29.000Z,2022-06-27T19:50:09.000Z,completed,CRAFT YOUR OWN PIZZA,1.0,"Roasted Pepper, Mushroom, Red Pepper Chili Flakes, Traditional, Special T Sauce, Shredded Blend, Roasted Garlic, Basil Pesto Sauce, Jalapeño, Vegan Sausage, Spicy Tomato",0.0,,13.99,21.81,USD,"{'college', 'park', 'pizza'}",craft your own,roasted pepper mushroom red pepper chili flakes traditional sauce shredded blend roasted garlic basil pesto sauce jalapeno vegan sausage spicy tomato,craft your own roasted pepper mushroom red pepper chili flakes traditional sauce shredded blend roasted garlic basil pesto sauce jalapeno vegan sausage spicy tomato,,,
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Canada Dry Gingerale 1L,1.0,,,,2.99,24.82,USD,"{'eleven', 'baltimore', 'ave'}",canada dry gingerale,,canada dry gingerale,,,
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Monterrey Jack Chicken Taquito,2.0,,,,1.59,24.82,USD,"{'eleven', 'baltimore', 'ave'}",monterrey jack chicken taquito,,monterrey jack chicken taquito,,,
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Pringles Wavy Fire Roasted Jalapeno 4.83oz,2.0,,,,3.29,24.82,USD,"{'eleven', 'baltimore', 'ave'}",pringles wavy fire roasted jalapeno,,pringles wavy fire roasted jalapeno,,,
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Kinder Bueno Crispy Creamy Chocolate Bar 1.5oz,4.0,,,,1.99,24.82,USD,"{'eleven', 'baltimore', 'ave'}",kinder bueno crispy creamy chocolate bar,,kinder bueno crispy creamy chocolate bar,,,
Washington D.C.,Tiffin Restaurant,2022-01-06T20:52:13.000Z,2022-01-06T21:41:07.000Z,completed,Onion Hot Green Chilli Uthappam,2.0,,,,12.0,51.34,USD,"{'tiffin', 'restaurant'}",onion hot green chilli uthappam,,onion hot green chilli uthappam,,,
Washington D.C.,Tiffin Restaurant,2021-12-27T14:14:26.000Z,2021-12-27T15:44:46.000Z,completed,Floating Iddly,2.0,,,,6.0,44.52,USD,"{'tiffin', 'restaurant'}",floating iddly,,floating iddly,,,
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2021-12-03T15:37:09.000Z,2021-12-03T16:01:55.000Z,completed,2 Chicken Chalupas Supreme Combo,2.0,"Soft Taco, Chalupa Supreme - Chicken, No Chicken, Potatoes, Large Mountain Dew®",0.0,,11.99,45.18,USD,"{'baltimore', 'bell', 'taco', 'ave'}",chicken chalupas supreme,soft chalupa supreme chicken potatoes mountain dew,chicken chalupas supreme soft chalupa supreme chicken potatoes mountain dew,,,
Washington D.C.,KFC (6101 Greenbelt Rd),2021-11-15T18:06:54.000Z,2021-11-15T19:12:40.000Z,completed,A La Carte Thigh,2.0,Extra Crispy,0.0,,3.71,22.97,USD,"{'kfc', 'greenbelt'}",la carte thigh,,la carte thigh,,,
Washington D.C.,KFC (6101 Greenbelt Rd),2021-11-15T18:06:54.000Z,2021-11-15T19:12:40.000Z,completed,Chicken Littles Combo,2.0,"Secret Recipe Fries, Mountain Dew",0.0,,0.0,22.97,USD,"{'kfc', 'greenbelt'}",chicken littles,secret recipe fries mountain dew,chicken littles secret recipe fries mountain dew,,,
Washington D.C.,McDonald's® (College Park),2021-09-17T05:44:10.000Z,2021-09-17T06:00:31.000Z,completed,Chicken McGriddle,1.0,American Cheese,0.49,,3.29,13.03,USD,"{'college', 'park', 'mcdonald'}",chicken mcgriddle,american cheese,chicken mcgriddle american cheese,,,
