city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level,dish_description_clean
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-10-08T15:49:28.000Z,2022-10-08T16:09:41.000Z,completed,Soft Taco,2.0,"Onions, Seasoned Rice",0.54,,2.03,29.86,USD,"{'taco', 'road', 'bell', 'nokesville'}",soft,onions seasoned rice,soft onions seasoned rice,"This soft taco features tender, seasoned rice infused with a warm, earthy aroma, complemented by a savory, umami taste that balances perfectly with the subtle sweetness of soft onions, all wrapped in a pliable, chewy tortilla that enhances each satisfying bite.",,,this soft features tender seasoned rice infused with warm earthy aroma complemented by savory umami taste that balances perfectly with the subtle sweetness of soft onions all wrapped pliable chewy tortilla that enhances each satisfying bite
Washington D.C.,Wild Burger (345),2022-10-07T22:00:07.000Z,2022-10-07T22:32:59.000Z,completed,Potato Wedges,1.0,,,,3.0,32.53,USD,"{'wild', 'burger'}",potato wedges,,potato wedges,"These potato wedges offer a satisfying crunch with each bite, delivering a savory, umami-rich flavor enhanced by a warm, earthy aroma of roasted herbs, while their fluffy interior provides a delightful contrast to the crispy exterior.",,,these potato wedges offer satisfying crunch with each bite delivering savory umami rich flavor enhanced by warm earthy aroma of roasted herbs while their fluffy interior provides delightful contrast to the crispy exterior
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-10-06T23:51:09.000Z,2022-10-07T00:01:14.000Z,completed,Bacon Quarter Pounder with Cheese Meal,1.0,"Mustard, Salt, Slivered Onions, Ice, Ketchup, 1/4 Lb Beef, Large Fanta Orange, Sesame Seed Bun, Pickle",0.0,,9.49,19.54,USD,"{'mcdonald', 'dumfries'}",bacon quarter pounder with cheese,mustard salt slivered onions ice ketchup beef fanta orange sesame seed bun pickle,bacon quarter pounder with cheese mustard salt slivered onions ice ketchup beef fanta orange sesame seed bun pickle,"This Bacon Quarter Pounder with Cheese Meal features a savory, umami-rich beef patty layered with crispy bacon, delivering a smoky aroma, while the slivered onions add a sharp bite; all nestled in a soft, sesame seed bun that offers a tender, slightly chewy texture, complemented by the tangy kick of mustard and the sweetness of ketchup.",,,this bacon quarter pounder with cheese features savory umami rich beef patty layered with crispy bacon delivering smoky aroma while the slivered onions sharp bite all nestled soft sesame seed bun that offers tender slightly chewy texture complemented by the tangy kick of mustard and the sweetness of ketchup
Washington D.C.,Pizza Hut (10060 Dumfries Road),2022-10-02T21:12:04.000Z,2022-10-02T22:06:10.000Z,canceled,Cheese Sticks,1.0,,,,9.71,0.0,USD,"{'dumfries', 'road', 'pizza', 'hut'}",cheese sticks,,cheese sticks,"These cheese sticks offer a delightful combination of savory, umami flavors with a warm, toasty aroma, while their crispy exterior gives way to a gooey, stretchy interior that delights the palate, making them an irresistible appetizer.",,,these cheese sticks offer delightful combination of savory umami flavors with warm toasty aroma while their crispy exterior gives way to gooey stretchy interior that delights the palate making them an irresistible
Washington D.C.,KFC (10036 Dumfries Rd),2022-09-27T13:58:43.000Z,2022-09-27T14:09:32.000Z,completed,Spicy Chicken Sandwich Combo,1.0,Secret Recipe Fries,0.0,,10.19,28.29,USD,"{'kfc', 'dumfries'}",spicy chicken sandwich,secret recipe fries,spicy chicken sandwich secret recipe fries,"This Spicy Chicken Sandwich Combo features a succulent, juicy chicken fillet that delivers a bold, spicy kick, complemented by a warm, herby aroma from the seasoning, all nestled in a soft, flaky bun, while the crispy fries add a satisfying crunch, enhancing the overall savory experience.",,,this spicy chicken sandwich features succulent juicy chicken fillet that delivers bold spicy kick complemented by warm herby aroma from the seasoning all nestled soft flaky bun while the crispy fries satisfying crunch enhancing the overall savory experience
Washington D.C.,Checkers (7550 Broken Branch Lane),2022-09-24T23:30:08.000Z,2022-09-25T00:31:46.000Z,completed,Chocolate Chip Brookie,1.0,,,,3.49,0.0,USD,"{'checkers', 'broken', 'lane', 'branch'}",chocolate chip brookie,,chocolate chip brookie,"This Chocolate Chip Brookie features a delightful blend of sweet, rich chocolate and caramelized cookie flavors, complemented by a warm, nutty aroma; its texture is a perfect balance of gooey and chewy, creating a satisfying bite that melts in your mouth.",,,this chocolate chip brookie features delightful blend of sweet rich chocolate and caramelized cookie flavors complemented by warm nutty aroma its texture is perfect balance of gooey and chewy creating satisfying bite that melts your mouth
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-23T23:52:58.000Z,2022-09-24T01:29:58.000Z,completed,Chipotle Cheddar Chalupa - Black Bean,1.0,"No Lettuce, No Tomatoes",0.0,,4.79,30.16,USD,"{'taco', 'road', 'bell', 'nokesville'}",chipotle cheddar chalupa black bean,,chipotle cheddar chalupa black bean,"The Chipotle Cheddar Chalupa features a savory blend of smoky chipotle and sharp cheddar, creating a tangy and umami-rich flavor profile, while the warm, earthy aroma of black beans complements the crispy, flaky shell, offering a satisfying crunch that enhances each bite.",,,the chipotle cheddar chalupa features savory blend of smoky chipotle and sharp cheddar creating tangy and umami rich flavor profile while the warm earthy aroma of black beans complements the crispy flaky shell offering satisfying crunch that enhances each bite
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-09-10T20:42:09.000Z,2022-09-10T21:15:05.000Z,completed,Mountain Dew®,1.0,Large Mountain Dew®,0.36,,2.63,27.42,USD,"{'taco', 'road', 'bell', 'nokesville'}",mountain dew,mountain dew,mountain dew mountain dew,,,,
Washington D.C.,Papa Johns Pizza (10097 Market Circle Drive #2),2022-09-06T20:49:43.000Z,2022-09-06T21:10:16.000Z,completed,The Works,1.0,"10 Inch Original Works Pizza, Regular Sauce, Normal Cheese, Spicy Italian Sausage, Onions, Pepperoni, Canadian Bacon, Pizza Sauce, Normal Bake, Normal Cut, Mushrooms, Black Olives, Green Peppers",0.0,,14.79,27.39,USD,"{'johns', 'drive', 'circle', 'pizza', 'papa', 'market'}",the works,original works sauce normal cheese spicy italian sausage onions pepperoni canadian bacon sauce normal bake normal cut mushrooms black olives green peppers,the works original works sauce normal cheese spicy italian sausage onions pepperoni canadian bacon sauce normal bake normal cut mushrooms black olives green peppers,"The Works pizza features a savory blend of spicy Italian sausage and pepperoni, complemented by the earthy aroma of roasted onions and green peppers, all atop a crispy, golden crust that offers a satisfying crunch with each bite, while the melted cheese adds a creamy, gooey texture that enhances the overall indulgence.",,,the works features savory blend of spicy italian sausage and pepperoni complemented by the earthy aroma of roasted onions and green peppers all atop crispy golden crust that offers satisfying crunch with each bite while the melted cheese adds creamy gooey texture that enhances the overall indulgence
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Coke (Can),2.0,,,,2.0,17.32,USD,"{'choong', 'chicken', 'man'}",coke,,coke,,,,
Washington D.C.,CM Chicken (Choong Man),2022-09-04T14:52:19.000Z,2022-09-04T15:26:17.000Z,completed,Curry Snow Onion,1.0,Drums (5 pcs),0.0,,19.99,17.32,USD,"{'choong', 'chicken', 'man'}",curry snow onion,drums,curry snow onion drums,"The Curry Snow Onion features tender, succulent chicken drums infused with a warm-spice aroma of curry, delivering a savory and slightly tangy taste, while the crispy exterior provides a delightful crunch that contrasts beautifully with the juicy meat inside.",,,the curry snow onion features tender succulent drums infused with warm spice aroma of curry delivering savory and slightly tangy taste while the crispy exterior provides delightful crunch that contrasts beautifully with the juicy meat inside
Washington D.C.,Wild Burger (345),2022-09-02T17:37:23.000Z,2022-09-02T18:17:42.000Z,completed,Bacon Smashed Hatch Chile Burger,1.0,"American, Bun, Desert Heat® (Dry Seasoning), Grilled White Onions, Pickled Hot Peppers, Hatch Chile Aioli, Pepper Jack, Hatch Chile Peppers",0.0,,13.49,19.84,USD,"{'wild', 'burger'}",bacon smashed hatch chile,american bun desert heat grilled white onions pickled hot peppers hatch chile aioli pepper jack hatch chile peppers,bacon smashed hatch chile american bun desert heat grilled white onions pickled hot peppers hatch chile aioli pepper jack hatch chile peppers,"This Bacon Smashed Hatch Chile Burger features a savory, umami-rich patty topped with smoky, grilled white onions and spicy, pickled hot peppers, all enveloped in a soft, toasted bun that adds a delightful crunch, while the aromatic hatch chile aioli brings a creamy, earthy warmth to each juicy bite.",,,this bacon smashed hatch chile features savory umami rich patty topped with smoky grilled white onions and spicy pickled hot peppers all enveloped soft toasted bun that adds delightful crunch while the aromatic hatch chile aioli brings creamy earthy warmth to each juicy bite
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,Build Your Own Omelette+,2.0,"Crispy Hash Browns, Standard+, Jack & Cheddar Blend, Hash Browns",0.0,,11.87,39.61,USD,"{'ihop', 'centreville'}",build your own omelette,crispy hash browns standard jack and cheddar blend hash browns,build your own omelette crispy hash browns standard jack and cheddar blend hash browns,"This customizable omelette features a savory blend of jack and cheddar cheeses, delivering a rich, umami taste, while the crispy hash browns add a delightful crunch; the dish is further enhanced by a warm, toasty aroma that invites you to savor each bite.",,,this customizable omelette features savory blend of jack and cheddar cheeses delivering rich umami taste while the crispy hash browns delightful crunch the dish is further enhanced by warm toasty aroma that invites you to savor each bite
Washington D.C.,IHOP (Centreville Rd),2022-08-28T10:15:23.000Z,2022-08-28T10:47:55.000Z,completed,New! Wildberry Lemonade Splasher,1.0,30 oz. Wildberry Lemonade Splasher,0.6,,3.59,39.61,USD,"{'ihop', 'centreville'}",new wildberry lemonade splasher,wildberry lemonade splasher,new wildberry lemonade splasher wildberry lemonade splasher,,,,
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Chocolate Milk,1.0,,,,2.5,60.09,USD,"{'ashton', 'restaurant', 'avenue', 'family'}",chocolate milk,,chocolate milk,"This rich chocolate milk offers a sweet, creamy taste that delights the palate, while its inviting aroma of cocoa and vanilla fills the air; the smooth, velvety texture envelops the tongue, creating a comforting drink perfect for any time of day.",,,this rich chocolate milk offers sweet creamy taste that delights the palate while its inviting aroma of cocoa and vanilla fills the air the smooth velvety texture envelops the tongue creating comforting drink perfect any time of day
Washington D.C.,Ashton Avenue Family Restaurant,2022-08-27T10:11:23.000Z,2022-08-27T10:56:08.000Z,completed,Mango Smoothie,1.0,,,,4.0,60.09,USD,"{'ashton', 'restaurant', 'avenue', 'family'}",mango smoothie,,mango smoothie,"This mango smoothie offers a sweet and tropical taste, complemented by a fragrant, fruity aroma that evokes sun-ripened mangoes, while its silky texture glides smoothly across the palate, creating a refreshing and satisfying drink perfect for any time of day.",,,this mango smoothie offers sweet and tropical taste complemented by fragrant fruity aroma that evokes sun ripened mangoes while its silky texture glides smoothly across the palate creating refreshing and satisfying drink perfect any time of day
Washington D.C.,Rangoli,2022-08-26T18:07:28.000Z,2022-08-26T18:47:37.000Z,completed,Rice Pudding,1.0,,,,4.99,94.12,USD,{'rangoli'},rice pudding,,rice pudding,"This creamy rice pudding offers a sweet, comforting taste enhanced by a warm-spice aroma of cinnamon and nutmeg, while its velvety texture provides a delightful contrast to the occasional tender rice grains, creating a satisfying dessert experience that is both indulgent and nostalgic.",,,this creamy rice pudding offers sweet comforting taste enhanced by warm spice aroma of cinnamon and nutmeg while its velvety texture provides delightful contrast to the occasional tender rice grains creating satisfying experience that is both indulgent and nostalgic
Washington D.C.,McDonald's® (10216 DUMFRIES RD),2022-08-20T22:20:54.000Z,2022-08-20T22:46:41.000Z,completed,10 Piece McNuggets Meal,1.0,10 Piece McNuggets Meal Large,0.7,,9.69,45.38,USD,"{'mcdonald', 'dumfries'}",piece mcnuggets,piece mcnuggets,piece mcnuggets piece mcnuggets,"This 10 Piece McNuggets Meal features tender, juicy chicken nuggets that are crispy on the outside, delivering a satisfying crunch, while their savory flavor is complemented by a warm, herby aroma, creating a delightful balance of taste and scent that makes each bite enjoyable.",,,this piece mcnuggets features tender juicy chicken nuggets that are crispy on the outside delivering satisfying crunch while their savory flavor is complemented by warm herby aroma creating delightful balance of taste and scent that makes each bite enjoyable
Washington D.C.,Taco Bell (11017 Nokesville Road),2022-08-17T21:38:38.000Z,2022-08-17T22:23:11.000Z,completed,Drinks Party Pack,1.0,"Medium Mountain Dew®, Medium Pepsi®",0.0,,4.8,0.0,USD,"{'taco', 'road', 'bell', 'nokesville'}",drinks,mountain dew pepsi,drinks mountain dew pepsi,,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Plain Uthappam,1.0,Onion,0.49,,10.99,131.41,USD,"{'palace', 'saravana'}",plain uthappam,onion,plain uthappam onion,,,,
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Puri Specials with Channa,1.0,,,,12.99,131.41,USD,"{'palace', 'saravana'}",puri specials with channa,,puri specials with channa,"The puri specials with channa offer a delightful combination of crispy, airy puris that contrast beautifully with the tender, savory channa, while the dish is infused with earthy, aromatic spices that create a warm, inviting fragrance, making each bite a satisfying experience of flavor and texture.",,,the puri specials with channa offer delightful combination of crispy airy puris that contrast beautifully with the tender savory channa while the dish is infused with earthy aromatic spices that create warm inviting fragrance making each bite satisfying experience of flavor and texture
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Saravana Cut Mirchi,1.0,,,,8.2,131.41,USD,"{'palace', 'saravana'}",cut mirchi,,cut mirchi,"Saravana Cut Mirchi features a spicy and tangy flavor profile, enhanced by the earthy aroma of roasted spices, while the texture is delightfully crispy, creating a satisfying crunch with each bite, making it a perfect accompaniment to any meal.",,,cut mirchi features spicy and tangy flavor profile enhanced by the earthy aroma of roasted spices while the texture is delightfully crispy creating satisfying crunch with each bite making it perfect accompaniment to any
Washington D.C.,Saravana Palace,2022-08-15T12:53:22.000Z,2022-08-15T13:51:33.000Z,completed,Thump Up,3.0,,,,3.1,131.41,USD,"{'palace', 'saravana'}",thump up,,thump up,"Thump Up offers a delightful blend of sweet and tangy flavors, complemented by a warm-spice aroma that hints at cumin and coriander, while its texture is refreshingly smooth and slightly frothy, making it a perfect thirst-quencher in the vibrant atmosphere of Saravana Palace.",,,thump up offers delightful blend of sweet and tangy flavors complemented by warm spice aroma that hints at cumin and coriander while its texture is refreshingly smooth and slightly frothy making it perfect thirst quencher the vibrant atmosphere of
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Parantha,3.0,,,,3.99,129.53,USD,{'rangoli'},parantha,,parantha,"This flaky parantha, served warm, offers a delightful combination of savory spices and a hint of nuttiness, while its crispy exterior gives way to a tender, buttery interior, creating a satisfying contrast that invites you to savor each bite.",,,this flaky parantha served warm offers delightful combination of savory spices and hint of nuttiness while its crispy exterior gives way to tender buttery interior creating satisfying contrast that invites you to savor each bite
Washington D.C.,Rangoli,2022-08-14T14:27:52.000Z,2022-08-14T15:05:37.000Z,completed,Chicken Chettinad,1.0,,,,16.99,129.53,USD,{'rangoli'},chicken chettinad,,chicken chettinad,"Chicken Chettinad features tender, succulent pieces of chicken simmered in a rich, spicy sauce that offers a delightful umami flavor, while the warm-spice aroma of roasted cumin and coriander enhances its appeal; the dish is typically served with a slightly grainy, fluffy rice that balances the robust textures.",,,chicken chettinad features tender succulent pieces of chicken simmered rich spicy sauce that offers delightful umami flavor while the warm spice aroma of roasted cumin and coriander enhances its appeal the dish is typically served with slightly grainy fluffy rice that balances the robust textures
Washington D.C.,McDonald's® (9001 CENTERVILLE RD)[RENOVATION HOLD],2022-08-11T23:48:41.000Z,2022-08-12T00:05:42.000Z,completed,Ketchup Packet,3.0,,,,0.0,51.62,USD,"{'hold', 'mcdonald', 'renovation', 'centerville'}",ketchup packet,,ketchup packet,"This ketchup packet offers a sweet and tangy burst of flavor, complemented by a vibrant, tomatoey aroma that evokes a sense of comfort; its smooth, slightly sticky texture makes it perfect for dipping or drizzling over crispy fries, enhancing the overall dining experience.",,,this ketchup packet offers sweet and tangy burst of flavor complemented by vibrant tomatoey aroma that evokes sense of comfort its smooth slightly sticky texture makes it perfect dipping or drizzling over crispy fries enhancing the overall dining experience
Washington D.C.,Mehfil Restaurant and Banquet (10820 Ballsford Rd),2022-08-11T14:13:17.000Z,2022-08-11T15:09:25.000Z,completed,Chilly chicken,1.0,,,,13.0,48.38,USD,"{'ballsford', 'and', 'mehfil', 'restaurant', 'banquet'}",chilly chicken,,chilly chicken,"Chilly chicken features tender, succulent pieces of chicken coated in a spicy, tangy sauce that tantalizes the taste buds, while the dish emits a warm, earthy aroma from the blend of spices; the crispy texture of the chicken contrasts beautifully with the rich, gooey sauce, creating a delightful culinary experience.",,,chilly chicken features tender succulent pieces of chicken coated spicy tangy sauce that tantalizes the taste buds while the dish emits warm earthy aroma from the blend of spices the crispy texture of the chicken contrasts beautifully with the rich gooey sauce creating delightful culinary experience
Washington D.C.,Velocity Wings (Manassas),2022-08-10T20:47:41.000Z,2022-08-10T21:29:05.000Z,completed,Southwest Eggrolls,1.0,,,,12.0,0.0,USD,"{'wings', 'velocity', 'manassas'}",southwest eggrolls,,southwest eggrolls,"These Southwest eggrolls offer a delightful crunch with their crispy exterior, filled with a savory blend of spices and tender vegetables, while their warm, earthy aroma hints at cumin and roasted peppers, creating a satisfying bite that balances both flavor and texture.",,,these southwest eggrolls offer delightful crunch with their crispy exterior filled with savory blend of spices and tender vegetables while their warm earthy aroma hints at cumin and roasted peppers creating satisfying bite that balances both flavor and texture
Washington D.C.,Grounds Central Station,2022-08-07T14:26:49.000Z,2022-08-07T15:24:03.000Z,completed,Raspberry White Scone,1.0,,,,3.99,69.69,USD,"{'grounds', 'central', 'station'}",raspberry white scone,,raspberry white scone,"The raspberry white scone offers a delightful balance of sweet and tangy flavors, complemented by a warm, fruity aroma that evokes a cozy bakery, while its crumbly yet tender texture invites a satisfying bite, making it a perfect treat for any time of day.",,,the raspberry white scone offers delightful balance of sweet and tangy flavors complemented by warm fruity aroma that evokes cozy bakery while its crumbly yet tender texture invites satisfying bite making it perfect treat any time of day
Washington D.C.,Grounds Central Station,2022-08-07T14:26:49.000Z,2022-08-07T15:24:03.000Z,completed,Veggie - Egg Tomato Pepper Onion Cheese Sandwich,2.0,No Combo,0.0,,5.25,69.69,USD,"{'grounds', 'central', 'station'}",veggie egg tomato pepper onion cheese sandwich,,veggie egg tomato pepper onion cheese sandwich,"This veggie egg sandwich features a savory blend of tender eggs and melted cheese, complemented by the earthy aroma of roasted peppers and onions, all nestled between crispy, toasted bread that adds a satisfying crunch to each bite.",,,this veggie egg sandwich features savory blend of tender eggs and melted cheese complemented by the earthy aroma of roasted peppers and onions all nestled between crispy toasted bread that adds satisfying crunch to each bite
Washington D.C.,Burger King (10625 Baltimore Avenue),2022-08-01T14:10:16.000Z,2022-08-01T14:53:58.000Z,completed,Southwest Impossible Bacon Whopper Meal,2.0,Onion Ring $,0.35,,11.95,43.94,USD,"{'king', 'avenue', 'burger', 'baltimore'}",southwest impossible bacon whopper,onion ring,southwest impossible bacon whopper onion ring,"The Southwest Impossible Bacon Whopper features a savory, umami-rich patty layered with crispy, smoky bacon, complemented by the earthy aroma of roasted spices, all nestled in a soft, fluffy bun, while the accompanying onion rings add a crunchy texture and a hint of sweetness, creating a satisfying meal experience.",,,the southwest impossible bacon whopper features savory umami rich patty layered with crispy smoky bacon complemented by the earthy aroma of roasted spices all nestled soft fluffy bun while the accompanying onion rings crunchy texture and hint of sweetness creating satisfying experience
Washington D.C.,Panera (10914 Baltimore Avenue ),2022-07-29T13:57:03.000Z,2022-07-29T14:23:28.000Z,completed,Sprouted Grain Bagel Flat,1.0,"Sliced & Toasted, Unsliced",0.0,,1.69,54.22,USD,"{'panera', 'avenue', 'baltimore'}",sprouted grain bagel flat,sliced and toasted unsliced,sprouted grain bagel flat sliced and toasted unsliced,"This sprouted grain bagel flat, sliced and toasted to a golden crisp, offers a nutty aroma that complements its subtly sweet and earthy flavor, while its texture remains delightfully crunchy on the outside yet tender within, making it a satisfying choice for any meal.",,,this sprouted grain bagel flat sliced and toasted to golden crisp offers nutty aroma that complements its subtly sweet and earthy flavor while its texture remains delightfully crunchy on the outside yet tender within making it satisfying choice any
Washington D.C.,Subway (6094 Greenbelt Rd),2022-07-27T09:44:45.000Z,2022-07-27T10:18:48.000Z,completed,Spicy Italian Footlong Pro (Double Protein),1.0,"Artisan Italian, Italian Herbs & Cheese, Cucumbers, Pepperoni, Genoa Salami, Tomatoes, Regular Mayonnaise, Baja Chipotle, Black Olives, Provolone, Jalapeños, Buffalo Sauce, Red Onions, Oil, Lettuce, Green Peppers",0.0,,12.83,26.75,USD,"{'subway', 'greenbelt'}",spicy italian footlong pro,artisan italian herbs and cheese cucumbers pepperoni genoa salami tomatoes mayonnaise baja chipotle black olives provolone jalapenos buffalo sauce red onions oil lettuce green peppers,spicy italian footlong pro artisan italian herbs and cheese cucumbers pepperoni genoa salami tomatoes mayonnaise baja chipotle black olives provolone jalapenos buffalo sauce red onions oil lettuce green peppers,"This Spicy Italian Footlong Pro features a savory blend of pepperoni and Genoa salami, delivering a spicy kick that harmonizes with the earthy aroma of Italian herbs and cheese, all nestled in a crispy, toasted bread that adds a satisfying crunch to each bite.",,,this spicy italian footlong pro features savory blend of pepperoni and genoa salami delivering spicy kick that harmonizes with the earthy aroma of italian herbs and cheese all nestled crispy toasted bread that adds satisfying crunch to each bite
Washington D.C.,Marathon Deli,2022-07-07T23:13:09.000Z,2022-07-08T00:13:10.000Z,completed,carrot cake,1.0,,,,5.5,21.38,USD,"{'deli', 'marathon'}",carrot cake,,carrot cake,"This carrot cake features a sweet and spiced flavor profile, complemented by a warm, nutty aroma from toasted walnuts, and boasts a moist, tender crumb that melts in your mouth, making it a delightful dessert choice at Marathon Deli in Washington D.C.",,,this carrot cake features sweet and spiced flavor profile complemented by warm nutty aroma from toasted walnuts and boasts moist tender crumb that melts your mouth making it delightful choice at washington
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2022-07-01T22:30:30.000Z,2022-07-01T23:03:46.000Z,completed,Crunchwrap Supreme®,1.0,Potatoes,0.0,,5.75,24.7,USD,"{'taco', 'bell', 'baltimore', 'ave'}",crunchwrap supreme,potatoes,crunchwrap supreme potatoes,"The Crunchwrap Supreme features a delightful combination of savory, spiced potatoes that provide a satisfying umami flavor, complemented by a warm, herby aroma from fresh ingredients, all wrapped in a crispy, golden tortilla that adds a crunchy texture to each bite.",,,the crunchwrap supreme features delightful combination of savory spiced potatoes that provide satisfying umami flavor complemented by warm herby aroma from fresh ingredients all wrapped crispy golden tortilla that adds crunchy texture to each bite
Washington D.C.,Taco Bell (8428 Baltimore Ave.),2022-07-01T22:30:30.000Z,2022-07-01T23:03:46.000Z,completed,Cantina Crispy Chicken Taco with Creamy Chipotle,1.0,Extra Chipotle Sauce,0.47,,3.95,24.7,USD,"{'taco', 'bell', 'baltimore', 'ave'}",cantina crispy chicken with creamy chipotle,sauce,cantina crispy chicken with creamy chipotle sauce,"The Cantina Crispy Chicken Taco features tender, juicy chicken enveloped in a crispy shell, delivering a savory taste complemented by the smoky aroma of creamy chipotle sauce, while the crunchy texture adds a delightful contrast, making each bite a satisfying experience.",,,the cantina crispy chicken features tender juicy chicken enveloped crispy shell delivering savory taste complemented by the smoky aroma of creamy chipotle sauce while the crunchy texture adds delightful contrast making each bite satisfying experience
Washington D.C.,Curry Place Silver Spring,2022-06-28T11:10:20.000Z,2022-06-28T11:45:16.000Z,completed,Spicy Ghost Chicken Curry House Special,1.0,,,,14.99,29.84,USD,"{'curry', 'spring', 'silver', 'place'}",spicy ghost chicken house,,spicy ghost chicken house,"This Spicy Ghost Chicken Curry features tender, succulent pieces of chicken enveloped in a fiery, umami-rich sauce, exuding a warm-spice aroma with hints of cumin and coriander, while the dish's velvety texture is complemented by a slight heat that lingers on the palate, making it a bold and satisfying choice.",,,this spicy ghost chicken features tender succulent pieces of chicken enveloped fiery umami rich sauce exuding warm spice aroma with hints of cumin and coriander while the dish velvety texture is complemented by slight heat that lingers on the palate making it bold and satisfying choice
Washington D.C.,&pizza // College Park,2022-06-27T19:15:29.000Z,2022-06-27T19:50:09.000Z,completed,CRAFT YOUR OWN PIZZA,1.0,"Roasted Pepper, Mushroom, Red Pepper Chili Flakes, Traditional, Special T Sauce, Shredded Blend, Roasted Garlic, Basil Pesto Sauce, Jalapeño, Vegan Sausage, Spicy Tomato",0.0,,13.99,21.81,USD,"{'college', 'pizza', 'park'}",craft your own,roasted pepper mushroom red pepper chili flakes traditional sauce shredded blend roasted garlic basil pesto sauce jalapeno vegan sausage spicy tomato,craft your own roasted pepper mushroom red pepper chili flakes traditional sauce shredded blend roasted garlic basil pesto sauce jalapeno vegan sausage spicy tomato,"This craft-your-own pizza features a spicy tomato base layered with roasted garlic and basil pesto, delivering a tangy and savory taste, while the roasted peppers and mushrooms add an earthy aroma; topped with a crispy crust, it offers a delightful crunch that complements the gooey vegan sausage and chili flakes.",,,this craft your own features spicy tomato base layered with roasted garlic and basil pesto delivering tangy and savory taste while the roasted peppers and mushrooms earthy aroma topped with crispy crust it offers delightful crunch that complements the gooey vegan sausage and chili flakes
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Canada Dry Gingerale 1L,1.0,,,,2.99,24.82,USD,"{'ave', 'baltimore', 'eleven'}",canada dry gingerale,,canada dry gingerale,,,,
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Monterrey Jack Chicken Taquito,2.0,,,,1.59,24.82,USD,"{'ave', 'baltimore', 'eleven'}",monterrey jack chicken taquito,,monterrey jack chicken taquito,"The Monterrey Jack Chicken Taquito offers a savory taste with a hint of spice, complemented by a warm, cheesy aroma that entices the senses, while its crispy exterior gives way to a tender, juicy filling, creating a delightful contrast in texture that makes each bite satisfying.",,,the monterrey jack chicken taquito offers savory taste with hint of spice complemented by warm cheesy aroma that entices the senses while its crispy exterior gives way to tender juicy filling creating delightful contrast texture that makes each bite satisfying
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Pringles Wavy Fire Roasted Jalapeno 4.83oz,2.0,,,,3.29,24.82,USD,"{'ave', 'baltimore', 'eleven'}",pringles wavy fire roasted jalapeno,,pringles wavy fire roasted jalapeno,"These Pringles Wavy Fire Roasted Jalapeno chips offer a spicy kick that tantalizes the taste buds, complemented by a smoky aroma reminiscent of charred peppers, while their thick, crispy texture provides a satisfying crunch with each bite.",,,these pringles wavy fire roasted jalapeno chips offer spicy kick that tantalizes the taste buds complemented by smoky aroma reminiscent of charred peppers while their thick crispy texture provides satisfying crunch with each bite
Washington D.C.,7-Eleven (8600 Baltimore Ave),2022-03-26T23:54:40.000Z,2022-03-27T00:26:07.000Z,completed,Kinder Bueno Crispy Creamy Chocolate Bar 1.5oz,4.0,,,,1.99,24.82,USD,"{'ave', 'baltimore', 'eleven'}",kinder bueno crispy creamy chocolate bar,,kinder bueno crispy creamy chocolate bar,"The Kinder Bueno Crispy Creamy Chocolate Bar offers a delightful balance of sweet, hazelnut flavor with a hint of cocoa, complemented by a warm, nutty aroma; its texture is both crunchy and creamy, providing a satisfying contrast that melts in your mouth.",,,the kinder bueno crispy creamy chocolate bar offers delightful balance of sweet hazelnut flavor with hint of cocoa complemented by warm nutty aroma its texture is both crunchy and creamy providing satisfying contrast that melts your mouth
